Level,Workout_Type,Duration_Min,Calories_Burned,Food_Item,Calories,Protein_g,Carbs_g,Fats_g,Goal,Meal,Workout_Duration_Min,Workout_Calories,Food_Calories,Net_Calories
Beginner,Yoga,,677.0,Vegetables,,64.3,55.7,45.0,Fitness,Snack,64.0,,1979.0,1302.0
Beginner,HIIT,,515.0,Fish,,78.0,82.0,11.9,Weight Loss,Breakfast,80.0,,2071.0,1556.0
Advanced,HIIT,,818.0,Chicken,,41.7,53.7,76.7,Weight Loss,Lunch,86.0,,2722.0,1904.0
Advanced,HIIT,,514.0,Fish,,46.1,72.6,77.8,Weight Loss,Dinner,63.0,,2523.0,2009.0
Advanced,HIIT,,486.0,Oats,,41.9,53.9,99.6,Fitness,Breakfast,51.0,,1379.0,893.0
Beginner,Strength,,716.0,Fish,,34.7,143.0,18.5,Weight Loss,Lunch,85.0,,1414.0,698.0
Intermediate,Cardio,,865.0,Chicken,,11.0,296.8,49.4,Fitness,Lunch,74.0,,3385.0,2520.0
Beginner,Strength,,164.0,Oats,,23.9,242.7,12.4,Weight Loss,Dinner,29.0,,1644.0,1480.0
Beginner,Yoga,,365.0,Rice,,47.0,286.8,80.3,Fitness,Breakfast,33.0,,2759.0,2394.0
Intermediate,HIIT,,612.0,Vegetables,,74.8,188.7,97.8,Muscle Gain,Lunch,75.0,,1937.0,1325.0
Advanced,HIIT,,387.0,Fish,,45.8,81.6,40.5,Muscle Gain,Breakfast,76.0,,2646.0,2259.0
Advanced,Strength,,814.0,Rice,,44.6,280.4,59.8,Muscle Gain,Snack,89.0,,1858.0,1044.0
Beginner,Yoga,,624.0,Milk,,27.0,143.1,18.7,Fitness,Breakfast,79.0,,1503.0,879.0
Beginner,Strength,,704.0,Paneer,,78.2,97.3,71.7,Weight Loss,Dinner,51.0,,1464.0,760.0
Intermediate,Strength,,614.0,Milk,,40.7,93.8,42.6,Fitness,Lunch,81.0,,2349.0,1735.0
Advanced,Strength,,509.0,Egg,,65.9,295.3,71.9,Weight Loss,Snack,57.0,,2470.0,1961.0
Advanced,HIIT,,220.0,Oats,,38.0,220.4,23.6,Fitness,Lunch,83.0,,3389.0,3169.0
Advanced,Cardio,,308.0,Oats,,16.3,173.1,72.5,Muscle Gain,Lunch,60.0,,1240.0,932.0
Intermediate,Cardio,,420.0,Paneer,,76.7,211.0,14.1,Muscle Gain,Dinner,56.0,,3347.0,2927.0
Beginner,HIIT,,653.0,Egg,,24.8,223.6,23.9,Weight Loss,Snack,78.0,,2973.0,2320.0
Intermediate,Cardio,,385.0,Fish,,44.7,238.0,72.9,Weight Loss,Breakfast,85.0,,1392.0,1007.0
Advanced,HIIT,,589.0,Milk,,54.5,153.4,56.0,Fitness,Lunch,88.0,,3275.0,2686.0
Advanced,Yoga,,557.0,Paneer,,26.6,133.6,23.6,Muscle Gain,Lunch,79.0,,1785.0,1228.0
Intermediate,HIIT,,533.0,Vegetables,,71.8,201.2,83.3,Weight Loss,Lunch,24.0,,2407.0,1874.0
Beginner,Cardio,,475.0,Paneer,,22.8,156.1,19.7,Weight Loss,Breakfast,67.0,,2041.0,1566.0
Advanced,Cardio,,706.0,Fish,,48.6,295.8,31.7,Muscle Gain,Breakfast,26.0,,2296.0,1590.0
Advanced,HIIT,,440.0,Egg,,73.2,89.1,23.5,Fitness,Snack,56.0,,1908.0,1468.0
Intermediate,HIIT,,293.0,Fruits,,40.8,230.7,15.7,Fitness,Lunch,33.0,,2567.0,2274.0
Intermediate,Yoga,,769.0,Fish,,65.2,204.0,43.7,Fitness,Dinner,45.0,,2008.0,1239.0
Beginner,Strength,,431.0,Milk,,20.5,52.4,53.7,Muscle Gain,Snack,41.0,,2321.0,1890.0
Advanced,Cardio,,360.0,Chicken,,73.2,98.5,44.9,Fitness,Snack,86.0,,1534.0,1174.0
Advanced,Yoga,,884.0,Fruits,,64.9,137.9,76.4,Fitness,Dinner,54.0,,1819.0,935.0
Intermediate,Cardio,,453.0,Oats,,32.1,216.5,52.8,Fitness,Snack,79.0,,1775.0,1322.0
Intermediate,Yoga,,482.0,Egg,,53.4,79.0,87.5,Weight Loss,Lunch,77.0,,1844.0,1362.0
Intermediate,Cardio,,449.0,Egg,,66.6,119.9,40.0,Weight Loss,Lunch,69.0,,1233.0,784.0
Intermediate,Strength,,400.0,Oats,,68.0,187.8,23.6,Fitness,Snack,27.0,,1266.0,866.0
Beginner,Strength,,888.0,Vegetables,,18.2,84.9,38.0,Muscle Gain,Dinner,74.0,,1981.0,1093.0
Beginner,Yoga,,823.0,Fish,,24.5,289.7,76.0,Weight Loss,Lunch,84.0,,3160.0,2337.0
Advanced,Yoga,,496.0,Chicken,,38.7,263.3,61.2,Weight Loss,Snack,74.0,,3265.0,2769.0
Advanced,HIIT,,328.0,Milk,,36.8,242.1,86.4,Fitness,Lunch,42.0,,1509.0,1181.0
Beginner,Strength,,586.0,Oats,,36.6,119.1,88.5,Muscle Gain,Breakfast,65.0,,1889.0,1303.0
Intermediate,Cardio,,772.0,Fruits,,50.8,220.1,15.8,Muscle Gain,Breakfast,39.0,,1741.0,969.0
Advanced,Yoga,,352.0,Rice,,69.9,237.7,46.1,Fitness,Breakfast,39.0,,1684.0,1332.0
Intermediate,Yoga,,750.0,Rice,,16.1,174.8,55.4,Weight Loss,Breakfast,37.0,,2158.0,1408.0
Intermediate,Cardio,,402.0,Oats,,61.9,91.5,37.3,Muscle Gain,Snack,77.0,,3077.0,2675.0
Advanced,Strength,,650.0,Fruits,,23.3,166.6,57.9,Fitness,Snack,46.0,,2671.0,2021.0
Intermediate,Yoga,,599.0,Paneer,,79.3,260.2,66.4,Weight Loss,Lunch,78.0,,1707.0,1108.0
Advanced,Yoga,,416.0,Fish,,24.3,290.0,52.7,Weight Loss,Snack,41.0,,2846.0,2430.0
Advanced,Yoga,,600.0,Fish,,78.5,91.8,85.5,Muscle Gain,Breakfast,45.0,,2227.0,1627.0
Intermediate,Strength,,763.0,Egg,,73.6,90.1,93.5,Muscle Gain,Dinner,28.0,,1522.0,759.0
Advanced,Strength,,164.0,Chicken,,69.2,244.7,77.4,Fitness,Lunch,88.0,,2215.0,2051.0
Advanced,Strength,,457.0,Fish,,48.3,232.1,59.6,Fitness,Dinner,71.0,,1700.0,1243.0
Advanced,Strength,,163.0,Chicken,,29.2,169.3,35.7,Weight Loss,Snack,24.0,,3051.0,2888.0
Advanced,HIIT,,366.0,Fruits,,44.6,203.4,82.7,Muscle Gain,Dinner,72.0,,1238.0,872.0
Advanced,Cardio,,395.0,Egg,,54.6,137.5,90.3,Fitness,Snack,45.0,,3374.0,2979.0
Advanced,HIIT,,870.0,Milk,,53.1,66.2,93.0,Weight Loss,Snack,58.0,,2936.0,2066.0
Beginner,Yoga,,291.0,Fruits,,30.9,126.3,82.1,Muscle Gain,Dinner,78.0,,1786.0,1495.0
Advanced,Cardio,,448.0,Oats,,63.6,92.6,95.0,Muscle Gain,Breakfast,68.0,,2519.0,2071.0
Advanced,Yoga,,862.0,Rice,,63.1,265.7,53.6,Weight Loss,Snack,45.0,,1231.0,369.0
Beginner,HIIT,,699.0,Oats,,23.0,207.3,39.0,Fitness,Snack,71.0,,1689.0,990.0
Advanced,HIIT,,899.0,Milk,,31.3,287.3,70.3,Muscle Gain,Dinner,88.0,,2859.0,1960.0
Advanced,Cardio,,383.0,Fruits,,48.3,213.5,73.6,Weight Loss,Lunch,81.0,,3211.0,2828.0
Intermediate,Cardio,,303.0,Egg,,69.0,65.3,72.1,Fitness,Breakfast,74.0,,2927.0,2624.0
Beginner,HIIT,,866.0,Fruits,,18.1,283.4,99.6,Muscle Gain,Snack,71.0,,2749.0,1883.0
Intermediate,Strength,,270.0,Vegetables,,19.0,189.8,86.1,Weight Loss,Breakfast,75.0,,1536.0,1266.0
Intermediate,Yoga,,416.0,Fish,,36.1,69.5,43.0,Muscle Gain,Snack,57.0,,3195.0,2779.0
Advanced,HIIT,,808.0,Fruits,,64.3,157.4,87.8,Fitness,Dinner,40.0,,1481.0,673.0
Advanced,HIIT,,216.0,Paneer,,40.2,52.8,38.5,Fitness,Breakfast,56.0,,1914.0,1698.0
Advanced,Cardio,,845.0,Vegetables,,18.2,127.9,42.1,Weight Loss,Breakfast,86.0,,2815.0,1970.0
Advanced,HIIT,,834.0,Chicken,,64.2,219.9,48.4,Fitness,Dinner,25.0,,2366.0,1532.0
Beginner,Cardio,,472.0,Milk,,59.1,181.0,66.4,Weight Loss,Dinner,71.0,,2684.0,2212.0
Intermediate,Strength,,746.0,Fish,,43.3,259.5,20.8,Weight Loss,Lunch,78.0,,2134.0,1388.0
Intermediate,Strength,,883.0,Milk,,63.1,95.1,12.9,Muscle Gain,Snack,54.0,,1838.0,955.0
Advanced,Cardio,,686.0,Paneer,,54.8,87.5,41.4,Muscle Gain,Lunch,45.0,,2237.0,1551.0
Advanced,Yoga,,377.0,Milk,,24.3,177.7,99.8,Fitness,Snack,48.0,,2188.0,1811.0
Intermediate,Cardio,,560.0,Fish,,45.7,259.4,18.3,Fitness,Lunch,77.0,,2673.0,2113.0
Advanced,HIIT,,683.0,Fruits,,39.3,138.1,70.8,Weight Loss,Lunch,30.0,,2504.0,1821.0
Advanced,Cardio,,737.0,Oats,,39.9,244.6,56.8,Weight Loss,Dinner,68.0,,3255.0,2518.0
Beginner,Strength,,175.0,Rice,,77.3,211.3,52.1,Muscle Gain,Lunch,21.0,,2776.0,2601.0
Intermediate,Cardio,,408.0,Paneer,,21.2,255.8,38.5,Muscle Gain,Snack,47.0,,2611.0,2203.0
Advanced,Yoga,,475.0,Vegetables,,56.2,70.5,60.5,Weight Loss,Breakfast,70.0,,3315.0,2840.0
Intermediate,Cardio,,401.0,Fruits,,76.6,222.9,35.5,Muscle Gain,Snack,88.0,,1439.0,1038.0
Beginner,Cardio,,153.0,Rice,,49.5,235.3,55.8,Fitness,Breakfast,38.0,,3081.0,2928.0
Intermediate,Strength,,645.0,Vegetables,,50.0,93.1,77.0,Fitness,Lunch,35.0,,2779.0,2134.0
Advanced,Strength,,367.0,Milk,,42.3,288.5,78.1,Weight Loss,Snack,70.0,,2256.0,1889.0
Advanced,HIIT,,562.0,Vegetables,,42.3,139.5,72.1,Fitness,Dinner,46.0,,3294.0,2732.0
Advanced,HIIT,,721.0,Chicken,,28.0,80.9,99.9,Muscle Gain,Breakfast,37.0,,2349.0,1628.0
Beginner,Yoga,,708.0,Chicken,,21.6,180.6,79.1,Muscle Gain,Snack,69.0,,3010.0,2302.0
Beginner,Cardio,,167.0,Fruits,,21.9,117.4,50.6,Muscle Gain,Dinner,31.0,,2346.0,2179.0
Beginner,Strength,,309.0,Egg,,61.9,116.7,32.8,Weight Loss,Snack,81.0,,2970.0,2661.0
Advanced,Cardio,,791.0,Chicken,,60.0,119.4,42.7,Muscle Gain,Breakfast,71.0,,1584.0,793.0
Advanced,Cardio,,810.0,Chicken,,28.3,63.0,81.1,Muscle Gain,Breakfast,57.0,,2167.0,1357.0
Beginner,Yoga,,399.0,Milk,,21.4,98.4,69.9,Muscle Gain,Snack,87.0,,1566.0,1167.0
Advanced,Strength,,702.0,Fruits,,32.7,284.9,56.6,Fitness,Dinner,60.0,,1951.0,1249.0
Beginner,Cardio,,501.0,Fruits,,76.9,103.7,17.8,Fitness,Snack,55.0,,1444.0,943.0
Beginner,Strength,,509.0,Fruits,,41.0,125.8,44.5,Weight Loss,Snack,29.0,,3429.0,2920.0
Beginner,Cardio,,303.0,Oats,,12.3,149.5,85.0,Weight Loss,Dinner,30.0,,1945.0,1642.0
Intermediate,Cardio,,253.0,Paneer,,22.2,277.8,98.5,Muscle Gain,Snack,75.0,,2870.0,2617.0
Beginner,Yoga,,529.0,Paneer,,58.4,58.1,99.9,Muscle Gain,Breakfast,28.0,,2688.0,2159.0
Advanced,Cardio,,393.0,Fruits,,48.4,109.2,76.8,Muscle Gain,Breakfast,74.0,,3365.0,2972.0
Advanced,Yoga,,152.0,Chicken,,72.9,72.8,99.9,Fitness,Lunch,61.0,,1263.0,1111.0
Intermediate,Cardio,,605.0,Rice,,64.3,212.8,39.0,Fitness,Lunch,20.0,,2272.0,1667.0
Advanced,Strength,,551.0,Fish,,64.6,226.8,33.1,Weight Loss,Dinner,45.0,,1222.0,671.0
Intermediate,Cardio,,572.0,Rice,,48.6,118.0,41.4,Muscle Gain,Lunch,56.0,,2868.0,2296.0
Advanced,Strength,,805.0,Oats,,38.0,238.4,54.2,Muscle Gain,Breakfast,66.0,,3283.0,2478.0
Beginner,HIIT,,257.0,Chicken,,73.2,202.3,86.4,Weight Loss,Lunch,77.0,,3040.0,2783.0
Beginner,Cardio,,618.0,Egg,,72.6,84.9,69.7,Muscle Gain,Lunch,59.0,,3101.0,2483.0
Advanced,Yoga,,763.0,Rice,,35.3,117.3,61.7,Fitness,Snack,73.0,,1526.0,763.0
Beginner,HIIT,,166.0,Milk,,32.4,110.2,13.4,Fitness,Snack,83.0,,3428.0,3262.0
Advanced,Yoga,,180.0,Chicken,,41.2,60.9,42.8,Fitness,Dinner,50.0,,2505.0,2325.0
Intermediate,Cardio,,158.0,Vegetables,,57.8,289.3,18.4,Weight Loss,Breakfast,80.0,,1952.0,1794.0
Beginner,Yoga,,805.0,Paneer,,62.5,155.2,57.9,Fitness,Breakfast,59.0,,3268.0,2463.0
Advanced,Yoga,,495.0,Milk,,13.0,210.0,48.1,Weight Loss,Dinner,29.0,,3479.0,2984.0
Intermediate,Strength,,707.0,Egg,,20.6,218.2,16.8,Muscle Gain,Snack,26.0,,1885.0,1178.0
Beginner,Strength,,453.0,Egg,,43.1,90.0,32.6,Fitness,Dinner,44.0,,1217.0,764.0
Beginner,HIIT,,576.0,Oats,,70.9,230.1,42.9,Fitness,Snack,73.0,,2086.0,1510.0
Advanced,Cardio,,562.0,Chicken,,64.4,135.7,34.1,Weight Loss,Snack,83.0,,2300.0,1738.0
Advanced,Yoga,,174.0,Milk,,10.7,261.7,65.0,Fitness,Lunch,34.0,,2292.0,2118.0
Beginner,Yoga,,573.0,Milk,,51.2,251.3,37.0,Fitness,Snack,76.0,,1312.0,739.0
Advanced,Yoga,,425.0,Fish,,25.2,158.9,71.5,Fitness,Breakfast,46.0,,1798.0,1373.0
Advanced,Strength,,433.0,Chicken,,65.6,264.5,12.0,Muscle Gain,Dinner,85.0,,1494.0,1061.0
Beginner,Cardio,,478.0,Vegetables,,78.8,289.2,44.8,Muscle Gain,Dinner,85.0,,1963.0,1485.0
Beginner,Yoga,,298.0,Egg,,35.8,175.6,27.1,Fitness,Snack,40.0,,2722.0,2424.0
Advanced,Strength,,376.0,Rice,,31.4,147.0,53.8,Fitness,Dinner,82.0,,2583.0,2207.0
Intermediate,Strength,,322.0,Chicken,,69.1,299.6,31.0,Muscle Gain,Lunch,69.0,,3010.0,2688.0
Intermediate,Strength,,792.0,Paneer,,44.8,102.9,10.3,Fitness,Dinner,88.0,,1629.0,837.0
Beginner,Yoga,,170.0,Fish,,64.6,223.3,83.1,Fitness,Lunch,24.0,,1270.0,1100.0
Advanced,Yoga,,192.0,Chicken,,14.5,65.7,78.1,Muscle Gain,Breakfast,34.0,,1316.0,1124.0
Beginner,Cardio,,805.0,Chicken,,73.4,73.5,64.7,Weight Loss,Snack,28.0,,1908.0,1103.0
Intermediate,Cardio,,404.0,Milk,,38.5,114.9,93.6,Weight Loss,Lunch,62.0,,2530.0,2126.0
Beginner,HIIT,,525.0,Fruits,,62.8,105.1,79.5,Muscle Gain,Dinner,25.0,,2035.0,1510.0
Advanced,Yoga,,599.0,Oats,,40.1,169.3,59.6,Fitness,Lunch,51.0,,3098.0,2499.0
Intermediate,Cardio,,391.0,Fish,,31.6,54.7,28.2,Fitness,Dinner,72.0,,3373.0,2982.0
Advanced,HIIT,,236.0,Paneer,,46.0,279.5,24.7,Weight Loss,Snack,23.0,,3284.0,3048.0
Advanced,Cardio,,273.0,Fruits,,56.4,239.2,85.4,Weight Loss,Snack,41.0,,3134.0,2861.0
Advanced,Yoga,,338.0,Fish,,64.9,280.4,67.6,Weight Loss,Lunch,44.0,,2334.0,1996.0
Advanced,HIIT,,640.0,Milk,,71.3,104.4,19.3,Fitness,Lunch,65.0,,3155.0,2515.0
Intermediate,HIIT,,568.0,Milk,,58.7,183.4,28.3,Fitness,Snack,52.0,,1617.0,1049.0
Intermediate,Yoga,,713.0,Vegetables,,27.9,51.0,87.7,Fitness,Dinner,54.0,,1578.0,865.0
Advanced,Yoga,,620.0,Fruits,,18.8,257.9,50.4,Muscle Gain,Snack,82.0,,1283.0,663.0
Beginner,Strength,,649.0,Paneer,,43.7,246.4,38.6,Fitness,Snack,28.0,,1710.0,1061.0
Beginner,Strength,,449.0,Egg,,76.5,95.5,66.8,Weight Loss,Snack,30.0,,1369.0,920.0
Beginner,HIIT,,492.0,Chicken,,25.4,249.5,90.7,Muscle Gain,Dinner,36.0,,3303.0,2811.0
Advanced,Cardio,,564.0,Chicken,,24.6,253.5,84.3,Weight Loss,Breakfast,68.0,,2749.0,2185.0
Intermediate,Yoga,,771.0,Chicken,,45.4,55.9,18.4,Muscle Gain,Snack,26.0,,1507.0,736.0
Intermediate,Cardio,,543.0,Chicken,,56.3,262.5,38.5,Weight Loss,Breakfast,66.0,,1272.0,729.0
Beginner,Cardio,,200.0,Milk,,67.9,87.0,88.4,Weight Loss,Breakfast,66.0,,1346.0,1146.0
Intermediate,Yoga,,215.0,Oats,,41.2,174.8,79.1,Fitness,Dinner,64.0,,2449.0,2234.0
Intermediate,Strength,,236.0,Milk,,33.6,187.5,80.9,Fitness,Lunch,62.0,,1908.0,1672.0
Beginner,Strength,,198.0,Egg,,30.5,129.4,24.9,Weight Loss,Dinner,77.0,,1491.0,1293.0
Intermediate,HIIT,,648.0,Oats,,49.8,197.0,74.4,Weight Loss,Lunch,37.0,,2984.0,2336.0
Intermediate,Cardio,,430.0,Chicken,,22.3,113.6,51.6,Weight Loss,Breakfast,70.0,,2911.0,2481.0
Advanced,Yoga,,300.0,Rice,,73.9,121.6,31.2,Weight Loss,Dinner,29.0,,2310.0,2010.0
Advanced,Strength,,646.0,Oats,,62.2,166.9,27.3,Fitness,Dinner,21.0,,3335.0,2689.0
Intermediate,Cardio,,718.0,Milk,,35.6,175.3,69.1,Fitness,Snack,86.0,,1615.0,897.0
Beginner,Strength,,310.0,Rice,,24.0,128.8,32.8,Fitness,Lunch,49.0,,1710.0,1400.0
Intermediate,Yoga,,344.0,Paneer,,32.2,191.1,33.1,Weight Loss,Snack,55.0,,2195.0,1851.0
Intermediate,Yoga,,859.0,Milk,,68.2,160.0,82.8,Weight Loss,Lunch,62.0,,3195.0,2336.0
Beginner,Strength,,579.0,Chicken,,72.8,203.5,31.9,Weight Loss,Dinner,36.0,,2343.0,1764.0
Advanced,HIIT,,664.0,Chicken,,60.2,112.1,53.1,Weight Loss,Breakfast,29.0,,2685.0,2021.0
Intermediate,Cardio,,259.0,Oats,,11.2,171.2,15.6,Weight Loss,Breakfast,41.0,,3455.0,3196.0
Advanced,Strength,,600.0,Egg,,10.6,248.1,36.8,Muscle Gain,Breakfast,85.0,,2079.0,1479.0
Advanced,Strength,,776.0,Vegetables,,44.0,159.7,58.5,Weight Loss,Snack,24.0,,1448.0,672.0
Advanced,HIIT,,842.0,Vegetables,,28.1,224.9,54.3,Weight Loss,Breakfast,29.0,,2459.0,1617.0
Beginner,Cardio,,364.0,Paneer,,46.7,155.8,99.7,Fitness,Dinner,85.0,,2598.0,2234.0
Intermediate,Strength,,783.0,Milk,,21.3,66.7,73.5,Muscle Gain,Lunch,75.0,,3139.0,2356.0
Beginner,HIIT,,327.0,Chicken,,59.3,285.9,70.3,Weight Loss,Breakfast,71.0,,2032.0,1705.0
Intermediate,Cardio,,358.0,Egg,,72.3,284.2,54.8,Weight Loss,Lunch,25.0,,1538.0,1180.0
Beginner,Strength,,468.0,Vegetables,,70.7,247.2,34.8,Fitness,Dinner,50.0,,1992.0,1524.0
Advanced,HIIT,,714.0,Fruits,,28.5,296.3,65.9,Muscle Gain,Lunch,76.0,,2470.0,1756.0
Advanced,HIIT,,357.0,Milk,,66.3,267.9,34.0,Weight Loss,Dinner,20.0,,2436.0,2079.0
Beginner,Yoga,,463.0,Milk,,42.7,60.0,78.0,Fitness,Breakfast,31.0,,3420.0,2957.0
Advanced,Strength,,320.0,Vegetables,,77.8,284.9,79.2,Fitness,Breakfast,24.0,,2448.0,2128.0
Beginner,Strength,,612.0,Chicken,,66.9,150.7,81.1,Fitness,Snack,29.0,,2453.0,1841.0
Intermediate,Yoga,,558.0,Fish,,55.0,53.1,21.4,Fitness,Lunch,76.0,,1604.0,1046.0
Beginner,Strength,,574.0,Rice,,39.0,278.9,89.5,Weight Loss,Breakfast,62.0,,1617.0,1043.0
Intermediate,Yoga,,387.0,Fish,,33.1,190.5,48.6,Weight Loss,Dinner,29.0,,2036.0,1649.0
Beginner,Strength,,340.0,Fish,,35.5,56.2,28.3,Muscle Gain,Breakfast,87.0,,3344.0,3004.0
Beginner,Strength,,803.0,Milk,,78.7,194.7,16.2,Fitness,Snack,33.0,,2484.0,1681.0
Advanced,Yoga,,837.0,Chicken,,66.0,120.0,21.8,Muscle Gain,Lunch,38.0,,3343.0,2506.0
Advanced,Cardio,,266.0,Rice,,70.6,73.9,29.9,Muscle Gain,Snack,49.0,,2145.0,1879.0
Intermediate,Yoga,,817.0,Oats,,65.5,51.7,25.7,Fitness,Snack,86.0,,2984.0,2167.0
Beginner,Strength,,182.0,Paneer,,48.5,147.8,88.2,Muscle Gain,Lunch,27.0,,3236.0,3054.0
Advanced,HIIT,,497.0,Chicken,,40.4,67.2,62.4,Fitness,Lunch,52.0,,1272.0,775.0
Beginner,HIIT,,481.0,Fruits,,19.8,221.4,14.9,Weight Loss,Breakfast,68.0,,2734.0,2253.0
Beginner,Strength,,602.0,Fruits,,76.5,283.3,26.0,Weight Loss,Dinner,36.0,,3466.0,2864.0
Beginner,Strength,,449.0,Fish,,10.9,185.3,60.0,Weight Loss,Lunch,44.0,,2517.0,2068.0
Intermediate,Strength,,402.0,Oats,,38.9,224.5,86.1,Muscle Gain,Lunch,25.0,,2720.0,2318.0
Beginner,Cardio,,880.0,Egg,,76.9,274.4,53.3,Fitness,Lunch,82.0,,1310.0,430.0
Advanced,Yoga,,278.0,Chicken,,50.4,295.2,26.9,Fitness,Lunch,52.0,,2401.0,2123.0
Intermediate,Cardio,,584.0,Milk,,62.1,247.0,15.8,Weight Loss,Lunch,32.0,,1261.0,677.0
Beginner,Strength,,794.0,Fish,,42.3,244.0,48.5,Fitness,Dinner,41.0,,1744.0,950.0
Advanced,HIIT,,428.0,Chicken,,58.7,285.7,99.0,Muscle Gain,Lunch,78.0,,1289.0,861.0
Beginner,Yoga,,605.0,Fruits,,74.7,207.8,96.8,Muscle Gain,Dinner,58.0,,2288.0,1683.0
Intermediate,Strength,,221.0,Fruits,,46.1,150.3,44.3,Muscle Gain,Lunch,56.0,,3483.0,3262.0
Intermediate,Yoga,,312.0,Vegetables,,42.2,85.0,75.9,Fitness,Snack,83.0,,2354.0,2042.0
Advanced,Yoga,,401.0,Rice,,38.3,88.0,57.2,Muscle Gain,Lunch,86.0,,1323.0,922.0
Beginner,HIIT,,724.0,Vegetables,,37.1,193.8,64.8,Weight Loss,Snack,65.0,,2311.0,1587.0
Intermediate,Strength,,478.0,Fruits,,33.8,204.9,81.9,Weight Loss,Breakfast,53.0,,2483.0,2005.0
Beginner,Strength,,366.0,Milk,,12.7,101.5,96.6,Weight Loss,Breakfast,21.0,,2396.0,2030.0
Advanced,Strength,,676.0,Oats,,79.5,284.8,16.8,Muscle Gain,Lunch,83.0,,2213.0,1537.0
Advanced,Cardio,,241.0,Paneer,,20.5,130.6,89.6,Weight Loss,Snack,60.0,,3052.0,2811.0
Intermediate,Strength,,628.0,Fish,,23.3,182.7,77.9,Fitness,Snack,40.0,,1601.0,973.0
Beginner,HIIT,,179.0,Egg,,51.2,165.2,15.9,Fitness,Lunch,34.0,,1530.0,1351.0
Beginner,Cardio,,225.0,Fish,,22.0,114.2,43.8,Weight Loss,Breakfast,84.0,,3205.0,2980.0
Intermediate,Strength,,180.0,Rice,,59.1,257.9,67.0,Fitness,Dinner,61.0,,3049.0,2869.0
Beginner,Yoga,,188.0,Fruits,,70.8,278.2,49.9,Fitness,Dinner,23.0,,2730.0,2542.0
Beginner,HIIT,,640.0,Paneer,,74.5,235.4,92.8,Muscle Gain,Breakfast,59.0,,2628.0,1988.0
Intermediate,Cardio,,400.0,Chicken,,16.8,176.4,35.9,Fitness,Breakfast,67.0,,1432.0,1032.0
Beginner,HIIT,,786.0,Chicken,,17.2,178.6,49.8,Weight Loss,Dinner,22.0,,3007.0,2221.0
Intermediate,Yoga,,551.0,Chicken,,73.5,285.9,58.4,Fitness,Breakfast,56.0,,2012.0,1461.0
Advanced,Strength,,412.0,Paneer,,18.5,299.2,65.7,Fitness,Lunch,32.0,,1748.0,1336.0
Advanced,HIIT,,196.0,Egg,,31.1,110.7,85.6,Weight Loss,Dinner,32.0,,1621.0,1425.0
Beginner,Strength,,716.0,Egg,,66.4,251.5,81.8,Muscle Gain,Snack,56.0,,2722.0,2006.0
Beginner,HIIT,,509.0,Chicken,,27.3,73.3,72.0,Fitness,Snack,78.0,,2383.0,1874.0
Advanced,HIIT,,317.0,Egg,,70.2,191.1,87.2,Fitness,Snack,30.0,,3189.0,2872.0
Beginner,HIIT,,391.0,Milk,,25.1,223.9,28.4,Weight Loss,Lunch,35.0,,3206.0,2815.0
Intermediate,Yoga,,275.0,Paneer,,73.3,133.3,67.0,Weight Loss,Breakfast,83.0,,3064.0,2789.0
Advanced,HIIT,,456.0,Fruits,,13.5,132.7,19.4,Fitness,Dinner,20.0,,1739.0,1283.0
Beginner,HIIT,,234.0,Chicken,,57.3,196.8,70.6,Fitness,Snack,25.0,,2050.0,1816.0
Beginner,Cardio,,881.0,Chicken,,36.9,211.9,52.7,Weight Loss,Dinner,61.0,,1996.0,1115.0
Advanced,Yoga,,797.0,Vegetables,,37.4,218.7,32.8,Fitness,Snack,86.0,,2545.0,1748.0
Beginner,HIIT,,700.0,Oats,,62.2,233.4,97.9,Muscle Gain,Dinner,43.0,,3212.0,2512.0
Beginner,HIIT,,434.0,Fish,,64.7,255.2,35.0,Fitness,Dinner,47.0,,1949.0,1515.0
Advanced,HIIT,,613.0,Oats,,55.6,218.1,80.1,Fitness,Lunch,78.0,,1741.0,1128.0
Advanced,Strength,,247.0,Paneer,,37.3,171.7,30.0,Muscle Gain,Breakfast,51.0,,1331.0,1084.0
Intermediate,HIIT,,383.0,Fish,,28.1,129.4,42.6,Weight Loss,Lunch,33.0,,1756.0,1373.0
Intermediate,Cardio,,192.0,Egg,,31.0,89.9,51.7,Weight Loss,Dinner,61.0,,2119.0,1927.0
Beginner,Cardio,,653.0,Paneer,,35.7,111.2,45.1,Fitness,Lunch,28.0,,1268.0,615.0
Beginner,Cardio,,747.0,Egg,,10.4,230.1,82.6,Fitness,Snack,71.0,,1853.0,1106.0
Beginner,HIIT,,353.0,Oats,,40.6,53.6,92.9,Fitness,Breakfast,76.0,,1323.0,970.0
Beginner,Strength,,212.0,Fruits,,13.7,173.8,71.7,Fitness,Breakfast,58.0,,2006.0,1794.0
Beginner,Cardio,,700.0,Fruits,,24.7,99.5,29.3,Muscle Gain,Snack,82.0,,1297.0,597.0
Beginner,Strength,,565.0,Paneer,,47.6,186.4,49.1,Fitness,Lunch,29.0,,1516.0,951.0
Beginner,Yoga,,509.0,Egg,,70.5,238.0,93.1,Weight Loss,Lunch,73.0,,1602.0,1093.0
Advanced,Strength,,653.0,Fruits,,22.4,84.8,55.6,Fitness,Dinner,38.0,,1862.0,1209.0
